date,shown,clicked,converted,avg_cost_per_click,total_revenue,ad
10/23/15,22207,1949,61,1.94,807.17,ad_group_28
10/24/15,19775,1615,55,1.82,639.05,ad_group_28
10/25/15,20865,1587,54,1.73,840.19,ad_group_28
10/26/15,19989,1596,52,1.81,621.9,ad_group_28
10/27/15,20743,1652,60,1.78,729.42,ad_group_28
10/28/15,20058,1830,56,2.01,1193.14,ad_group_28
10/29/15,20515,1824,55,1.99,509.19,ad_group_28
10/30/15,21078,1794,58,1.91,996.2,ad_group_28
10/31/15,19685,1864,63,2.09,913.56,ad_group_28
11/1/15,20354,2081,53,2.21,1029.41,ad_group_28
11/2/15,20321,1811,52,1.96,829.71,ad_group_28
11/3/15,21389,1986,62,2.04,383.44,ad_group_28
11/4/15,20469,1802,57,1.98,879.42,ad_group_28
11/5/15,22220,1776,56,1.79,720.23,ad_group_28
11/6/15,21220,1727,62,1.81,1344.99,ad_group_28
11/7/15,19132,1481,64,1.76,1108.94,ad_group_28
11/8/15,20130,1561,57,1.72,704.81,ad_group_28
11/9/15,20377,1730,60,1.9,923.06,ad_group_28
11/10/15,21656,1838,66,1.9,1124.49,ad_group_28
11/11/15,20141,1594,50,1.78,541.81,ad_group_28
11/12/15,20531,1793,64,1.92,597.33,ad_group_28
11/13/15,20497,1804,55,1.95,504.92,ad_group_28
11/14/15,19423,1689,50,1.92,1070.46,ad_group_28
11/15/15,20402,1831,78,1.98,1025.76,ad_group_28
11/16/15,20788,1765,57,1.93,1005.58,ad_group_28
11/17/15,21106,1854,67,1.94,1432.89,ad_group_28
11/18/15,19972,2113,51,2.32,1041.97,ad_group_28
11/19/15,20423,1973,60,2.1,1385.81,ad_group_28
11/20/15,20980,1955,56,2.04,1200.71,ad_group_28
11/21/15,20439,1796,68,1.91,700.71,ad_group_28
11/22/15,20390,1924,63,2.03,1196.05,ad_group_28
10/1/15,19072,1175,20,1.62,370.47,ad_group_29
10/2/15,20667,1427,20,1.71,380.99,ad_group_29
10/3/15,20045,1385,23,1.75,370.85,ad_group_29
10/4/15,19921,1379,15,1.75,246.09,ad_group_29
10/5/15,21710,1154,24,1.41,408.01,ad_group_29
10/6/15,21474,1462,22,1.78,195.96,ad_group_29
10/7/15,18470,1184,17,1.67,299.62,ad_group_29
10/8/15,21401,1319,22,1.54,393.1,ad_group_29
10/9/15,20461,1340,18,1.62,223.15,ad_group_29
10/10/15,20401,1018,19,1.4,253.24,ad_group_29
10/11/15,20241,1282,15,1.67,165.74,ad_group_29
10/12/15,20903,1393,19,1.7,324.96,ad_group_29
10/13/15,21083,1357,20,1.69,126.82,ad_group_29
10/14/15,20306,1350,16,1.72,308.8,ad_group_29
10/15/15,19622,1472,18,1.84,211.3,ad_group_29
10/16/15,20306,1359,17,1.73,335.82,ad_group_29
10/17/15,21123,1539,18,1.85,405.97,ad_group_29
10/18/15,20620,1166,23,1.51,81.59,ad_group_29
10/19/15,19852,1568,19,1.96,319.32,ad_group_29
10/20/15,20426,1222,22,1.51,305.08,ad_group_29
10/21/15,21303,1177,21,1.48,344.11,ad_group_29
10/22/15,19712,1228,17,1.57,249.48,ad_group_29
10/23/15,21362,1178,22,1.47,150.65,ad_group_29
10/24/15,20711,1316,19,1.62,137.58,ad_group_29
10/25/15,21320,1461,24,1.74,149.01,ad_group_29
10/26/15,20173,1115,18,1.47,289.43,ad_group_29
10/27/15,22637,1183,25,1.39,491.43,ad_group_29
10/28/15,21530,1597,20,1.82,304.93,ad_group_29
10/29/15,20193,1048,20,1.43,251.91,ad_group_29
10/30/15,21154,1249,19,1.51,406.28,ad_group_29
10/31/15,20091,1345,18,1.66,176.23,ad_group_29
11/1/15,20627,1400,19,1.75,362.39,ad_group_29
11/2/15,20296,1312,19,1.72,219.74,ad_group_29
11/3/15,20078,1403,19,1.77,339.36,ad_group_29
11/4/15,21162,1537,21,1.84,344.86,ad_group_29
11/5/15,20672,1114,15,1.39,232.72,ad_group_29
11/6/15,21267,1377,21,1.64,208.78,ad_group_29
11/7/15,20325,1439,23,1.82,332.64,ad_group_29
11/8/15,20840,1253,21,1.56,305.85,ad_group_29
11/9/15,21601,1568,21,1.82,218.48,ad_group_29
11/10/15,20555,1327,20,1.68,284.73,ad_group_29
11/11/15,21433,1226,19,1.56,162.04,ad_group_29
11/12/15,20790,1268,25,1.57,160.43,ad_group_29
11/13/15,20415,1544,19,1.83,153.62,ad_group_29
11/14/15,21151,1320,21,1.64,106.91,ad_group_29
11/15/15,22070,1400,20,1.67,-3.56,ad_group_29
11/16/15,20414,1366,21,1.73,327.18,ad_group_29
11/17/15,20648,1194,20,1.45,267.27,ad_group_29
11/18/15,20126,1204,18,1.58,289.87,ad_group_29
11/19/15,22210,1443,21,1.66,430.01,ad_group_29
11/20/15,20689,1144,21,1.42,327.67,ad_group_29
11/21/15,20207,1278,17,1.65,199.57,ad_group_29
11/22/15,20144,1011,17,1.32,198.42,ad_group_29
10/1/15,109559,1175,16,1.09,137.34,ad_group_30
10/2/15,108788,1070,15,1.07,131.44,ad_group_30
10/3/15,111132,1246,18,0.96,374.09,ad_group_30
10/4/15,113693,1175,18,1.01,228.18,ad_group_30
10/5/15,113467,1334,17,1.03,428.39,ad_group_30
10/6/15,109089,1390,16,1.23,290.95,ad_group_30
10/7/15,115074,1102,20,1.11,438.67,ad_group_30
10/8/15,114441,1348,19,1.16,303.7,ad_group_30
10/9/15,116638,1214,17,0.97,204.41,ad_group_30
10/10/15,112934,1219,17,1.21,575.48,ad_group_30
10/11/15,123895,1462,15,1.15,194.17,ad_group_30
10/12/15,124914,1564,16,1.23,201.15,ad_group_30
10/13/15,120841,1572,19,1.1,432.43,ad_group_30
10/14/15,117313,1259,18,1.07,320.59,ad_group_30
10/15/15,123456,1437,18,1.16,109.36,ad_group_30
10/16/15,120138,1328,20,1.06,304.61,ad_group_30
10/17/15,115602,1268,16,1.14,203.94,ad_group_30
10/18/15,118263,1200,15,1.09,146.35,ad_group_30
10/19/15,112299,1376,18,1.18,359.31,ad_group_30
10/20/15,110894,1157,14,1.12,157.71,ad_group_30
10/21/15,113349,1098,14,1.21,178.63,ad_group_30
10/22/15,115849,1274,18,1.12,164.32,ad_group_30
10/23/15,120349,1512,16,0.99,206.34,ad_group_30
10/24/15,124719,1448,19,1.25,319.81,ad_group_30
10/25/15,134302,1522,22,1.03,525.74,ad_group_30
10/26/15,130542,1235,19,1.06,272.27,ad_group_30
10/27/15,117892,1206,18,1.01,253.63,ad_group_30
10/28/15,111144,1108,20,1.21,312.61,ad_group_30
10/29/15,112893,1179,15,1.13,322.91,ad_group_30
10/30/15,123535,1522,19,0.98,94.45,ad_group_30
10/31/15,120386,1270,16,1.09,397.64,ad_group_30
11/1/15,117213,1146,14,1.04,208.11,ad_group_30
11/2/15,119493,1488,20,1.11,405.77,ad_group_30
11/3/15,111963,1110,13,0.98,301.22,ad_group_30
11/4/15,108699,1296,14,0.96,224.4,ad_group_30
11/5/15,111960,1147,13,1.03,222.77,ad_group_30
11/6/15,118064,1071,18,1.02,222.64,ad_group_30
11/7/15,111449,1136,19,1.12,248.21,ad_group_30
11/8/15,108858,969,16,0.94,270.67,ad_group_30
11/9/15,110546,1068,16,1.19,184.11,ad_group_30
11/10/15,110918,1073,12,1.12,229.32,ad_group_30
11/11/15,114415,1467,18,1.03,171.63,ad_group_30
11/12/15,116951,1224,18,1.14,181.61,ad_group_30
11/13/15,116767,1369,16,1.09,350.06,ad_group_30
11/14/15,119757,1206,17,1.11,170.23,ad_group_30
11/15/15,116185,1213,13,1.13,221.4,ad_group_30
11/16/15,114788,1110,19,0.94,404.43,ad_group_30
11/17/15,116719,1388,17,1.16,351.12,ad_group_30
11/18/15,114151,1429,15,1.11,246.37,ad_group_30
11/19/15,111958,1457,17,1.19,142.08,ad_group_30
11/20/15,114990,1250,15,1.05,243.61,ad_group_30
11/21/15,121696,1312,18,1.16,312.82,ad_group_30
11/22/15,123653,1310,17,1.17,199.95,ad_group_30
10/1/15,116007,527,49,0.13,636.96,ad_group_31
10/2/15,119764,594,59,0.14,1048,ad_group_31
10/3/15,124547,803,53,0.17,608.73,ad_group_31
10/4/15,124924,581,48,0.14,768.6,ad_group_31
10/5/15,126069,618,57,0.14,625.93,ad_group_31
10/6/15,125691,596,56,0.15,990.38,ad_group_31
10/7/15,122895,665,51,0.16,657.64,ad_group_31
10/8/15,129212,625,60,0.14,320.47,ad_group_31
10/9/15,131495,677,59,0.14,772.51,ad_group_31
10/10/15,127641,633,59,0.14,851.46,ad_group_31
10/11/15,127678,755,62,0.16,929.28,ad_group_31
10/12/15,137024,675,63,0.14,651.56,ad_group_31
10/13/15,136560,751,65,0.15,412.02,ad_group_31
10/14/15,136213,679,58,0.14,616.34,ad_group_31
10/15/15,143413,863,71,0.16,1388.76,ad_group_31
10/16/15,131492,642,57,0.15,1301.61,ad_group_31
10/17/15,133849,770,63,0.16,870.57,ad_group_31
10/18/15,142085,765,71,0.15,832.52,ad_group_31
10/19/15,137050,667,67,0.14,517.38,ad_group_31
10/20/15,136698,716,61,0.15,692.77,ad_group_31
10/21/15,141432,808,70,0.16,756.99,ad_group_31
10/22/15,137126,688,48,0.15,718.9,ad_group_31
10/23/15,126789,619,57,0.14,671.64,ad_group_31
10/24/15,124128,600,53,0.14,758.81,ad_group_31
10/25/15,128986,730,48,0.15,636.39,ad_group_31
10/26/15,134013,661,69,0.15,1171.52,ad_group_31
10/27/15,131209,549,69,0.13,1377.68,ad_group_31
10/28/15,130085,588,55,0.13,861.02,ad_group_31
10/29/15,126335,702,57,0.16,1022.11,ad_group_31
10/30/15,128833,589,54,0.13,910,ad_group_31
10/31/15,132876,834,69,0.17,1458.38,ad_group_31
11/1/15,132946,652,53,0.13,869.58,ad_group_31
11/2/15,130338,653,51,0.15,1092.41,ad_group_31
11/3/15,126262,566,58,0.13,943.96,ad_group_31
11/4/15,127854,670,62,0.15,943.93,ad_group_31
11/5/15,133031,664,64,0.15,993.09,ad_group_31
11/6/15,124050,482,57,0.13,1012.59,ad_group_31
11/7/15,137616,745,69,0.15,1247.81,ad_group_31
11/8/15,133772,655,61,0.15,800.33,ad_group_31
11/9/15,133477,571,62,0.13,1140.31,ad_group_31
11/10/15,134320,838,69,0.16,715.48,ad_group_31
11/11/15,134420,844,62,0.17,1026.9,ad_group_31
11/12/15,133176,654,66,0.14,1154.94,ad_group_31
11/13/15,127638,668,52,0.14,303.19,ad_group_31
11/14/15,128232,713,54,0.15,985.53,ad_group_31
11/15/15,128750,661,50,0.14,744.7,ad_group_31
11/16/15,128218,714,53,0.15,808.26,ad_group_31
11/17/15,123051,741,50,0.17,583.33,ad_group_31
11/18/15,134767,778,70,0.16,574.1,ad_group_31
11/19/15,138365,677,59,0.14,865.25,ad_group_31
11/20/15,121776,673,59,0.14,921.57,ad_group_31
11/21/15,123573,705,54,0.16,841.29,ad_group_31
11/22/15,126477,739,59,0.16,1212.58,ad_group_31
10/1/15,32350,2376,23,1.61,316.56,ad_group_32
10/2/15,32752,2741,20,1.84,266.94,ad_group_32
10/3/15,35311,2653,22,1.7,344.75,ad_group_32
10/4/15,34181,2552,28,1.68,228.06,ad_group_32
10/5/15,34221,2475,26,1.64,400.95,ad_group_32
10/6/15,36151,2797,25,1.72,452.29,ad_group_32
10/7/15,33325,3568,22,2.34,88.05,ad_group_32
10/8/15,38131,3290,28,1.92,266.38,ad_group_32
10/9/15,39038,2943,27,1.68,611.52,ad_group_32
10/10/15,39820,3289,31,1.83,568.38,ad_group_32
10/11/15,38680,3860,23,2.17,437.72,ad_group_32
10/12/15,37935,2162,27,1.34,209.17,ad_group_32
10/13/15,38107,4169,25,2.38,271.39,ad_group_32
10/14/15,36595,3350,18,2.01,375.37,ad_group_32
10/15/15,38719,3395,20,1.94,272.17,ad_group_32
10/16/15,39009,3793,30,2.1,332.14,ad_group_32
10/17/15,40614,3265,23,1.77,390.27,ad_group_32
10/18/15,40991,2731,37,1.5,167.3,ad_group_32
10/19/15,39185,3248,25,1.85,329.5,ad_group_32
10/20/15,36137,2171,21,1.38,325.53,ad_group_32
10/21/15,37072,3338,26,1.99,482.52,ad_group_32
10/22/15,40085,3929,27,2.15,383.95,ad_group_32
10/23/15,41682,3869,32,2.03,318.02,ad_group_32
10/24/15,38479,3266,23,1.89,340.6,ad_group_32
10/25/15,40105,3773,29,2.07,680.47,ad_group_32
10/26/15,38307,3455,28,1.99,480.13,ad_group_32
10/27/15,36938,3313,21,1.98,359.99,ad_group_32
10/28/15,38648,3659,26,2.09,455.93,ad_group_32
10/29/15,40630,4354,33,2.32,436.11,ad_group_32
10/30/15,39620,3533,30,1.98,368.25,ad_group_32
10/31/15,39937,3510,33,1.96,108.32,ad_group_32
11/1/15,40880,3599,26,1.94,424.98,ad_group_32
11/2/15,38510,3490,26,1.99,341.38,ad_group_32
11/3/15,40200,4005,24,2.15,289.83,ad_group_32
11/4/15,38524,3904,25,2.19,441.15,ad_group_32
11/5/15,39027,3775,25,2.07,482.54,ad_group_32
11/6/15,39146,2926,25,1.7,137.6,ad_group_32
11/7/15,37620,3100,32,1.84,623.45,ad_group_32
11/8/15,38540,3119,29,1.81,486.56,ad_group_32
11/9/15,39435,4023,26,2.2,428.95,ad_group_32
11/10/15,40603,3354,27,1.83,652.79,ad_group_32
11/11/15,37981,3905,25,2.25,644.28,ad_group_32
11/12/15,40512,3258,32,1.78,483.19,ad_group_32
11/13/15,38592,3357,28,1.92,444.18,ad_group_32
11/14/15,38158,3780,27,2.16,376.34,ad_group_32
11/15/15,38244,3382,26,1.92,303.69,ad_group_32
11/16/15,39943,3523,30,1.93,421.5,ad_group_32
11/17/15,41696,4159,26,2.16,204.48,ad_group_32
11/18/15,39727,3117,31,1.72,343.76,ad_group_32
11/19/15,39373,3760,26,2.07,346.2,ad_group_32
11/20/15,39292,3649,30,2.03,397.23,ad_group_32
11/21/15,40577,3665,32,1.99,266.18,ad_group_32
11/22/15,38336,3503,31,1.97,274.19,ad_group_32
10/1/15,14320,657,26,0.92,53.04,ad_group_33
10/2/15,15727,768,26,0.98,380.57,ad_group_33
10/3/15,14657,746,28,1.02,423.6,ad_group_33
10/4/15,14817,688,23,0.93,173.13,ad_group_33
10/5/15,15756,807,24,1.03,123.89,ad_group_33
10/6/15,15779,854,24,1.09,369.77,ad_group_33
10/7/15,14702,738,17,1.01,276.88,ad_group_33
10/8/15,17038,693,28,0.82,408.06,ad_group_33
10/9/15,15969,825,25,1.04,440.35,ad_group_33
10/10/15,16688,857,30,1.03,509.54,ad_group_33
10/11/15,16303,744,27,0.92,102.78,ad_group_33
10/12/15,16084,604,32,0.76,459.85,ad_group_33
10/13/15,16630,696,30,0.84,144.85,ad_group_33
10/14/15,15986,786,24,0.99,374.83,ad_group_33
10/15/15,15529,675,27,0.88,399.91,ad_group_33
10/16/15,16603,635,28,0.77,411.94,ad_group_33
10/17/15,16424,845,30,1.04,636.97,ad_group_33
10/18/15,16575,824,24,1,233.81,ad_group_33
10/19/15,16780,841,25,1.01,511.71,ad_group_33
10/20/15,14959,681,23,0.92,506.06,ad_group_33
10/21/15,16200,661,29,0.82,603.8,ad_group_33
10/22/15,15147,745,25,0.99,232.53,ad_group_33
10/23/15,16070,783,23,0.98,430.5,ad_group_33
10/24/15,15389,596,21,0.78,336.36,ad_group_33
10/25/15,15238,684,23,0.9,437.65,ad_group_33
10/26/15,16253,765,30,0.95,497.4,ad_group_33
10/27/15,15684,624,26,0.8,494.06,ad_group_33
10/28/15,16185,661,30,0.82,319.24,ad_group_33
10/29/15,16017,804,29,1.01,196.86,ad_group_33
10/30/15,15368,795,26,1.04,458.83,ad_group_33
10/31/15,16506,641,28,0.78,383.84,ad_group_33
11/1/15,15171,589,26,0.78,332.8,ad_group_33
11/2/15,16431,831,29,1.02,555.9,ad_group_33
11/3/15,16792,842,30,1.01,317.83,ad_group_33
11/4/15,16519,792,21,0.97,210.8,ad_group_33
11/5/15,15094,628,27,0.84,572.34,ad_group_33
11/6/15,16963,826,26,0.98,406.13,ad_group_33
11/7/15,16133,623,26,0.78,156.76,ad_group_33
11/8/15,16812,833,24,1,330.91,ad_group_33
11/9/15,16620,887,32,1.07,225.1,ad_group_33
11/10/15,15753,610,25,0.78,184.75,ad_group_33
11/11/15,14619,626,24,0.86,525.65,ad_group_33
11/12/15,15869,758,27,0.96,365.55,ad_group_33
11/13/15,15839,823,23,1.05,415.66,ad_group_33
11/14/15,16310,673,26,0.83,450.34,ad_group_33
11/15/15,16246,746,25,0.92,516.69,ad_group_33
11/16/15,16837,1070,25,1.28,318.83,ad_group_33
11/17/15,15693,660,25,0.85,432.62,ad_group_33
11/18/15,16292,672,23,0.83,284.61,ad_group_33
11/19/15,16221,694,24,0.86,497.32,ad_group_33
11/20/15,15745,681,23,0.87,171.3,ad_group_33
11/21/15,15260,696,26,0.92,318.57,ad_group_33
11/22/15,16430,684,25,0.84,485.85,ad_group_33
10/1/15,30296,2482,232,1.69,3077.83,ad_group_34
10/2/15,31332,3258,257,2.13,3156.62,ad_group_34
10/3/15,32701,2569,245,1.63,4179.47,ad_group_34
10/4/15,35084,3088,299,1.81,5710.74,ad_group_34
10/5/15,34614,2960,244,1.75,4005.39,ad_group_34
10/6/15,37229,3473,242,1.91,4444.07,ad_group_34
10/7/15,37775,3193,268,1.74,1808.92,ad_group_34
10/8/15,35783,2200,252,1.27,1745.99,ad_group_34
10/9/15,33476,2902,224,1.78,1528.18,ad_group_34
10/10/15,33865,2441,232,1.48,3617.07,ad_group_34
10/11/15,32164,2488,232,1.6,5485.74,ad_group_34
10/12/15,33946,2988,261,1.82,4054.4,ad_group_34
10/13/15,35945,3292,268,1.88,2502.92,ad_group_34
10/14/15,33749,2707,221,1.65,2519.94,ad_group_34
10/15/15,35284,3260,257,1.9,2215.11,ad_group_34
10/16/15,35184,2798,271,1.64,3545.92,ad_group_34
10/17/15,35244,2636,276,1.54,6838.87,ad_group_34
10/18/15,33731,2993,272,1.82,7210.15,ad_group_34
10/19/15,34061,2320,286,1.4,4176.25,ad_group_34
10/20/15,35408,3556,268,2.06,6647.15,ad_group_34
10/21/15,35712,2740,261,1.58,2760.57,ad_group_34
10/22/15,35041,2822,253,1.66,1964.02,ad_group_34
10/23/15,34620,2843,218,1.69,2201.39,ad_group_34
10/24/15,34928,3163,246,1.86,5984.05,ad_group_34
10/25/15,35049,2698,259,1.58,3516.68,ad_group_34
10/26/15,34530,3239,226,1.92,2763,ad_group_34
10/27/15,36539,3206,277,1.8,6653,ad_group_34
10/28/15,36717,2976,276,1.66,4319.77,ad_group_34
10/29/15,36711,2825,271,1.6,3312.85,ad_group_34
10/30/15,37511,3102,254,1.7,5124.6,ad_group_34
10/31/15,36064,3278,288,1.88,4047.19,ad_group_34
11/1/15,37174,2907,258,1.61,2101.29,ad_group_34
11/2/15,35625,2944,253,1.7,3226.19,ad_group_34
11/3/15,34905,3494,258,2.05,6201.08,ad_group_34
11/4/15,34967,2889,235,1.7,4390.07,ad_group_34
11/5/15,34151,3198,266,1.92,5673.93,ad_group_34
11/6/15,36004,3311,221,1.89,3569.62,ad_group_34
11/7/15,34242,3152,259,1.9,4292.27,ad_group_34
11/8/15,37736,3152,289,1.72,3456.7,ad_group_34
11/9/15,34827,2711,289,1.61,3298.47,ad_group_34
11/10/15,35644,2955,234,1.7,3033.79,ad_group_34
11/11/15,35163,3106,302,1.81,4844.86,ad_group_34
11/12/15,36907,3194,282,1.77,5799.54,ad_group_34
11/13/15,35322,3050,252,1.77,4780.26,ad_group_34
11/14/15,38900,2782,272,1.47,1609.34,ad_group_34
11/15/15,37804,3064,284,1.68,3834.04,ad_group_34
11/16/15,38160,3485,298,1.88,5048.79,ad_group_34
11/17/15,35288,2938,274,1.72,5331.65,ad_group_34
11/18/15,36339,3371,248,1.91,4743.83,ad_group_34
11/19/15,36280,2812,320,1.6,5184.79,ad_group_34
11/20/15,34609,2708,226,1.61,1931.91,ad_group_34
11/21/15,36820,2729,265,1.53,4992.75,ad_group_34
11/22/15,37536,3448,276,1.88,4572.3,ad_group_34
10/1/15,63601,1020,1,0.39,17.31,ad_group_35
10/2/15,59931,846,2,0.35,25.18,ad_group_35
10/3/15,58528,781,1,0.33,27.8,ad_group_35
10/4/15,59674,920,1,0.39,9.7,ad_group_35
10/5/15,59311,878,1,0.38,18.83,ad_group_35
10/6/15,59835,803,2,0.34,14.42,ad_group_35
10/7/15,61638,884,2,0.36,28.26,ad_group_35
10/8/15,62909,921,2,0.36,23.64,ad_group_35
10/9/15,58437,976,2,0.39,48.94,ad_group_35
10/10/15,59795,814,2,0.34,28.26,ad_group_35
10/11/15,59090,926,2,0.38,27.47,ad_group_35
10/12/15,62199,805,2,0.32,18.53,ad_group_35
10/13/15,60102,1079,2,0.43,26.29,ad_group_35
10/14/15,57357,922,1,0.4,11.9,ad_group_35
10/15/15,61420,900,2,0.36,26.89,ad_group_35
10/16/15,62640,1014,2,0.39,18.02,ad_group_35
10/17/15,55010,687,2,0.32,18.73,ad_group_35
10/18/15,64706,921,2,0.35,34.16,ad_group_35
10/19/15,57689,788,1,0.34,3.56,ad_group_35
10/20/15,63039,880,2,0.35,20.19,ad_group_35
10/21/15,59734,1011,2,0.4,22.42,ad_group_35
10/22/15,58113,694,2,0.3,28.63,ad_group_35
10/23/15,61645,702,2,0.3,37.56,ad_group_35
10/24/15,58787,786,1,0.34,13.54,ad_group_35
10/25/15,62923,922,1,0.38,15.99,ad_group_35
10/26/15,57421,812,1,0.35,10.11,ad_group_35
10/27/15,63679,1012,2,0.39,28.62,ad_group_35
10/28/15,56549,769,2,0.35,36.55,ad_group_35
10/29/15,59141,882,1,0.36,10.11,ad_group_35
10/30/15,58383,800,1,0.34,19.23,ad_group_35
10/31/15,60570,755,2,0.32,33.9,ad_group_35
11/1/15,63091,823,2,0.32,42.54,ad_group_35
11/2/15,59404,811,2,0.33,24.46,ad_group_35
11/3/15,58392,984,2,0.39,21.77,ad_group_35
11/4/15,60929,848,2,0.35,33.37,ad_group_35
11/5/15,62902,825,2,0.34,46.87,ad_group_35
11/6/15,60141,855,2,0.35,34.48,ad_group_35
11/7/15,63694,778,2,0.32,19.94,ad_group_35
11/8/15,57895,860,2,0.36,33.42,ad_group_35
11/9/15,59645,957,2,0.39,27.69,ad_group_35
11/10/15,60487,984,1,0.39,18.53,ad_group_35
11/11/15,59620,625,1,0.29,17.91,ad_group_35
11/12/15,64896,860,2,0.34,29.78,ad_group_35
11/13/15,59621,849,1,0.35,11.97,ad_group_35
11/14/15,61781,877,2,0.35,37.87,ad_group_35
11/15/15,60001,818,2,0.34,30.88,ad_group_35
11/16/15,64149,1208,2,0.45,17.24,ad_group_35
11/17/15,53628,748,2,0.36,16.05,ad_group_35
11/18/15,61738,863,2,0.35,36.84,ad_group_35
11/19/15,59720,932,2,0.37,38.29,ad_group_35
11/20/15,60063,693,2,0.3,27.41,ad_group_35
11/21/15,61625,724,2,0.31,27.73,ad_group_35
11/22/15,58802,777,2,0.34,8,ad_group_35
10/1/15,54745,409,17,0.8,156.6,ad_group_36
10/2/15,59080,591,25,0.79,302.68,ad_group_36
10/3/15,56011,320,18,0.68,249.21,ad_group_36
10/4/15,59505,529,24,0.82,335.49,ad_group_36
10/5/15,61201,486,23,0.79,317.38,ad_group_36
10/6/15,57387,446,20,0.82,337.47,ad_group_36
10/7/15,57339,484,22,0.85,270.1,ad_group_36
10/8/15,64050,491,21,0.66,446.93,ad_group_36
10/9/15,66181,570,22,0.8,432.52,ad_group_36
10/10/15,64553,476,26,0.68,424.09,ad_group_36
10/11/15,65934,485,27,0.77,423.91,ad_group_36
10/12/15,67785,689,22,0.83,146.75,ad_group_36
10/13/15,65273,493,24,0.67,553.19,ad_group_36
10/14/15,65252,565,27,0.71,276.39,ad_group_36
10/15/15,66720,546,27,0.76,446.78,ad_group_36
10/16/15,69863,607,29,0.65,350.74,ad_group_36
10/17/15,66782,634,28,0.84,472,ad_group_36
10/18/15,68301,624,28,0.87,649.71,ad_group_36
10/19/15,69072,542,23,0.8,251.91,ad_group_36
10/20/15,68280,605,28,0.64,414.09,ad_group_36
10/21/15,68694,549,26,0.79,400.41,ad_group_36
10/22/15,67973,541,21,0.65,347.61,ad_group_36
10/23/15,69831,560,27,0.77,669.89,ad_group_36
10/24/15,69882,554,26,0.74,297.52,ad_group_36
10/25/15,62567,498,26,0.81,494.43,ad_group_36
10/26/15,72679,606,26,0.83,369.78,ad_group_36
10/27/15,68910,603,26,0.73,150.27,ad_group_36
10/28/15,67346,564,23,0.78,436.59,ad_group_36
10/29/15,67578,567,25,0.8,417.22,ad_group_36
10/30/15,69110,527,27,0.79,522.57,ad_group_36
10/31/15,68739,582,32,0.71,682.24,ad_group_36
11/1/15,65731,593,28,0.81,373.27,ad_group_36
11/2/15,72368,603,27,0.69,279.89,ad_group_36
11/3/15,68519,601,24,0.81,420.34,ad_group_36
11/4/15,68881,509,26,0.73,476.55,ad_group_36
11/5/15,67998,598,21,0.71,254.21,ad_group_36
11/6/15,67883,628,25,0.79,209.49,ad_group_36
11/7/15,71005,563,32,0.7,350.85,ad_group_36
11/8/15,71452,486,26,0.75,168.51,ad_group_36
11/9/15,68244,734,27,0.7,462.95,ad_group_36
11/10/15,70134,572,31,0.68,359.24,ad_group_36
11/11/15,65139,535,27,0.8,281.63,ad_group_36
11/12/15,67326,578,26,0.72,393.26,ad_group_36
11/13/15,69393,550,26,0.8,367.5,ad_group_36
11/14/15,71294,640,29,0.82,425.79,ad_group_36
11/15/15,73416,582,30,0.72,355.15,ad_group_36
11/16/15,68478,633,25,0.77,346.9,ad_group_36
11/17/15,71335,553,26,0.64,564.51,ad_group_36
11/18/15,65058,465,21,0.75,436.57,ad_group_36
11/19/15,72150,534,27,0.72,441.71,ad_group_36
11/20/15,68167,532,27,0.72,294.41,ad_group_36
11/21/15,71260,617,31,0.66,555.72,ad_group_36
11/22/15,70553,565,26,0.65,233.35,ad_group_36
10/1/15,64526,4803,257,1.8,4186.65,ad_group_37
10/2/15,68744,5814,331,1.93,7923.28,ad_group_37
10/3/15,66879,5624,249,2.01,3576.35,ad_group_37
10/4/15,71882,4894,344,1.63,2434.52,ad_group_37
10/5/15,69156,5924,335,1.99,4491.22,ad_group_37
10/6/15,70573,5091,295,1.69,4204.71,ad_group_37
10/7/15,71486,5555,274,1.88,2153.77,ad_group_37
10/8/15,72862,5657,329,1.89,5635.35,ad_group_37
10/9/15,69137,4886,295,1.68,4034.7,ad_group_37
10/10/15,70872,5801,277,1.92,4922.23,ad_group_37
10/11/15,73707,6056,318,1.93,2544.66,ad_group_37
10/12/15,68855,5642,298,1.94,5797.78,ad_group_37
10/13/15,72358,6684,288,2.11,4526.68,ad_group_37
10/14/15,75078,5724,351,1.85,5268.41,ad_group_37
10/15/15,73083,5718,287,1.9,3222.2,ad_group_37
10/16/15,68899,4923,332,1.72,3875.24,ad_group_37
10/17/15,69092,5689,243,1.92,2960.29,ad_group_37
10/18/15,73733,6027,292,1.92,6456.2,ad_group_37
10/19/15,74304,6080,371,1.91,7715.9,ad_group_37
10/20/15,76692,6513,334,1.99,1796.81,ad_group_37
10/21/15,76107,5539,361,1.76,6055.27,ad_group_37
10/22/15,79483,6816,379,2,7247.7,ad_group_37
10/23/15,77339,6041,334,1.84,4260.61,ad_group_37
10/24/15,76102,5868,302,1.79,4372.39,ad_group_37
10/25/15,76346,6234,303,1.9,3255.83,ad_group_37
10/26/15,72719,4288,319,1.41,6927.18,ad_group_37
10/27/15,75101,6016,302,1.86,5522.12,ad_group_37
10/28/15,73597,5712,353,1.89,5553.58,ad_group_37
10/29/15,73481,5202,318,1.71,5153.13,ad_group_37
10/30/15,72531,5314,318,1.72,4548.71,ad_group_37
