"video_id","video_length","video_language","video_upload_date","video_quality"
2631,803,"En","2014-12-11","720p"
1623,545,"En","2014-12-12","360p"
485,968,"En","2014-12-18","360p"
1499,786,"En","2014-12-15","1080p"
481,800,"Cn","2014-12-11","480p"
2723,1145,"Cn","2014-12-10","1080p"
1967,790,"Other","2014-12-18","1080p"
2579,802,"Other","2014-12-11","360p"
467,271,"Other","2014-12-13","240p"
587,257,"Cn","2014-12-15","480p"
568,361,"Cn","2014-12-12","480p"
1064,320,"En","2014-12-09","720p"
890,1020,"Other","2014-12-10","1080p"
2170,65,"En","2014-12-16","1080p"
995,812,"Cn","2014-12-21","480p"
2824,743,"En","2014-12-16","1080p"
615,807,"En","2014-12-18","480p"
306,220,"Es","2014-12-10","720p"
2648,622,"Cn","2014-12-10","1080p"
2772,476,"Cn","2014-12-17","1080p"
2057,964,"Fr","2014-12-11","480p"
2036,635,"En","2014-12-07","1080p"
2674,1015,"Cn","2014-12-13","1080p"
2353,139,"En","2014-12-17","1080p"
591,446,"Cn","2014-12-15","240p"
1520,858,"Cn","2014-12-13","360p"
468,1852,"Other","2014-12-03","480p"
2272,1403,"Other","2014-12-04","720p"
1651,642,"Cn","2014-12-19","720p"
2686,495,"Cn","2014-12-10","1080p"
970,65,"Es","2014-12-14","720p"
838,117,"En","2014-12-15","1080p"
1578,1011,"En","2014-12-18","360p"
178,801,"En","2014-12-16","480p"
456,570,"Cn","2014-12-13","360p"
492,1291,"Other","2014-12-05","1080p"
1173,1190,"Es","2014-12-05","480p"
2401,10,"Other","2014-12-02","360p"
2578,938,"Other","2014-12-04","1080p"
2615,1064,"Cn","2014-12-04","480p"
1818,537,"En","2014-12-13","720p"
1251,65,"En","2014-12-16","1080p"
1289,456,"Cn","2014-12-19","480p"
1231,181,"En","2014-12-13","360p"
2083,1095,"De","2014-12-03","480p"
2550,627,"En","2014-12-17","720p"
2001,402,"En","2014-12-15","720p"
2663,141,"Cn","2014-12-24","240p"
2422,836,"Other","2014-12-18","360p"
1354,588,"En","2014-12-15","720p"
2788,575,"De","2014-12-12","1080p"
2119,265,"Cn","2014-12-11","1080p"
1551,80,"Other","2014-12-10","480p"
555,212,"Other","2014-12-09","1080p"
2716,374,"En","2014-12-15","1080p"
996,954,"Other","2014-12-04","360p"
1804,10,"Other","2014-12-04","480p"
1507,216,"Es","2014-12-16","480p"
1896,578,"En","2014-12-09","1080p"
149,1119,"Cn","2014-12-05","480p"
887,1276,"En","2014-12-08","720p"
802,1653,"Es","2014-12-07","480p"
2688,680,"En","2014-12-17","360p"
1168,432,"Other","2014-12-19","1080p"
1582,1047,"Es","2014-12-11","1080p"
1170,1328,"Es","2014-12-02","360p"
2283,163,"En","2014-12-16","360p"
2063,605,"Es","2014-12-08","480p"
1957,869,"En","2014-12-07","1080p"
108,843,"Other","2014-12-11","480p"
2038,498,"Other","2014-12-22","360p"
113,537,"En","2014-12-11","360p"
1161,92,"Es","2014-12-15","1080p"
115,673,"Es","2014-12-23","480p"
2124,1200,"Other","2014-12-16","480p"
2459,780,"En","2014-12-15","360p"
990,674,"Cn","2014-12-07","360p"
2956,560,"Cn","2014-12-14","360p"
1114,63,"Cn","2014-12-14","480p"
1841,751,"Cn","2014-12-10","1080p"
1077,339,"Other","2014-12-06","360p"
1674,183,"Other","2014-12-18","480p"
421,862,"En","2014-12-03","360p"
899,537,"Fr","2014-12-02","480p"
824,1054,"En","2014-12-06","1080p"
2883,1745,"Other","2014-12-08","720p"
150,212,"Cn","2014-12-13","480p"
593,326,"Cn","2014-12-16","240p"
1718,868,"Cn","2014-12-09","360p"
878,507,"Cn","2014-12-17","480p"
2355,15,"Es","2014-12-16","240p"
261,1402,"Cn","2014-12-08","720p"
2768,339,"Other","2014-12-14","480p"
1711,863,"En","2014-12-17","1080p"
157,191,"Cn","2014-12-17","720p"
2695,1555,"Cn","2014-12-09","480p"
1645,135,"Es","2014-12-10","1080p"
744,651,"Cn","2014-12-12","1080p"
2754,1162,"Es","2014-12-06","1080p"
1381,732,"Es","2014-12-18","360p"
2519,964,"Other","2014-12-16","360p"
1406,246,"Es","2014-12-12","240p"
2131,627,"Other","2014-12-07","360p"
2638,964,"Cn","2014-12-12","720p"
1883,943,"Es","2014-12-16","1080p"
2341,412,"De","2014-12-17","360p"
2231,1268,"En","2014-12-07","360p"
304,1089,"Other","2014-12-07","360p"
1622,433,"Cn","2014-12-12","480p"
1604,766,"En","2014-12-07","480p"
1362,1653,"En","2014-12-07","360p"
175,838,"En","2014-12-09","360p"
1315,947,"En","2014-12-10","360p"
2211,897,"Cn","2014-12-07","360p"
444,833,"Cn","2014-12-09","1080p"
2605,699,"En","2014-12-06","720p"
2045,640,"Es","2014-12-10","720p"
111,683,"Es","2014-12-07","480p"
2025,259,"En","2014-12-18","720p"
2425,1362,"Es","2014-12-11","1080p"
1676,438,"En","2014-12-15","480p"
1141,1156,"En","2014-12-15","1080p"
1594,737,"En","2014-12-14","1080p"
2326,151,"Cn","2014-12-18","480p"
1869,432,"Cn","2014-12-13","240p"
176,279,"Cn","2014-12-18","1080p"
1655,812,"Cn","2014-12-12","360p"
1529,559,"Other","2014-12-03","720p"
2371,178,"Cn","2014-12-15","720p"
1490,809,"En","2014-12-16","360p"
1506,772,"Other","2014-12-06","720p"
1226,1400,"Other","2014-12-04","240p"
2966,1048,"En","2014-12-02","1080p"
1975,766,"Other","2014-12-16","1080p"
1510,424,"Cn","2014-12-09","480p"
1660,61,"Cn","2014-12-12","1080p"
453,783,"Other","2014-12-10","360p"
2982,543,"Cn","2014-12-09","480p"
2497,484,"Cn","2014-12-11","720p"
2571,1387,"Es","2014-12-10","1080p"
2208,438,"Cn","2014-12-10","1080p"
1621,24,"Es","2014-12-16","360p"
2258,166,"Es","2014-12-18","480p"
217,885,"En","2014-12-10","720p"
1951,145,"En","2014-12-17","720p"
173,1064,"Other","2014-12-10","1080p"
1765,415,"Cn","2014-12-13","720p"
1454,301,"En","2014-12-23","1080p"
816,1437,"Other","2014-12-11","240p"
75,998,"Other","2014-12-04","360p"
564,1274,"Other","2014-12-14","360p"
251,1159,"En","2014-12-08","360p"
1089,699,"Cn","2014-12-03","360p"
1567,778,"Cn","2014-12-13","720p"
1293,340,"Cn","2014-12-09","240p"
461,99,"Fr","2014-12-10","1080p"
289,852,"Es","2014-12-07","360p"
1031,674,"Es","2014-12-06","360p"
2501,1086,"Cn","2014-12-10","360p"
1579,943,"Cn","2014-12-09","1080p"
1446,1689,"Other","2014-12-03","360p"
510,477,"En","2014-12-16","240p"
628,72,"En","2014-12-24","240p"
1368,717,"Cn","2014-12-09","1080p"
1697,1166,"Cn","2014-12-23","720p"
1581,645,"Cn","2014-12-08","1080p"
78,519,"Cn","2014-12-15","480p"
806,838,"Other","2014-12-03","480p"
37,151,"Cn","2014-12-09","1080p"
629,692,"De","2014-12-04","480p"
2310,274,"Es","2014-12-19","720p"
1311,150,"Cn","2014-12-11","480p"
581,43,"Cn","2014-12-09","1080p"
2889,407,"Cn","2014-12-18","480p"
433,885,"En","2014-12-11","480p"
2617,887,"Other","2014-12-09","240p"
1801,873,"Cn","2014-12-11","720p"
2321,1377,"Other","2014-12-03","240p"
393,553,"Es","2014-12-23","1080p"
2214,580,"Cn","2014-12-18","1080p"
1180,1492,"Other","2014-12-07","240p"
637,410,"Other","2014-12-15","720p"
1751,63,"Cn","2014-12-16","360p"
1052,758,"En","2014-12-06","1080p"
618,2114,"Other","2014-12-05","240p"
437,971,"Es","2014-12-09","240p"
1517,1366,"Cn","2014-12-14","720p"
2531,480,"En","2014-12-17","1080p"
993,79,"Other","2014-12-10","720p"
2449,93,"En","2014-12-16","360p"
2200,1281,"Es","2014-12-11","720p"
1779,931,"En","2014-12-10","1080p"
2471,648,"Other","2014-12-17","480p"
1068,859,"Other","2014-12-12","1080p"
2101,262,"En","2014-12-22","720p"
1603,316,"Cn","2014-12-11","1080p"
1387,802,"En","2014-12-16","1080p"
1635,263,"De","2014-12-13","720p"
2963,535,"En","2014-12-10","360p"
2727,1077,"Cn","2014-12-12","720p"
857,730,"En","2014-12-13","1080p"
88,517,"En","2014-12-12","720p"
1033,459,"Other","2014-12-16","360p"
2174,578,"En","2014-12-18","360p"
543,360,"Cn","2014-12-07","360p"
1597,1089,"En","2014-12-08","360p"
1752,392,"En","2014-12-16","240p"
2236,1636,"De","2014-12-17","1080p"
1079,1327,"En","2014-12-05","1080p"
691,759,"En","2014-12-12","1080p"
1072,684,"Fr","2014-12-15","240p"
873,1015,"Other","2014-12-10","480p"
1734,440,"Other","2014-12-16","720p"
1303,1116,"En","2014-12-11","720p"
480,485,"Other","2014-12-11","720p"
2097,710,"Cn","2014-12-18","360p"
2228,170,"En","2014-12-11","1080p"
2112,40,"Other","2014-12-14","1080p"
2915,824,"En","2014-12-03","240p"
2832,770,"En","2014-12-05","1080p"
786,496,"Other","2014-12-21","720p"
955,384,"Fr","2014-12-22","480p"
1336,110,"En","2014-12-24","720p"
1464,302,"Cn","2014-12-18","720p"
90,109,"En","2014-12-18","1080p"
504,28,"Cn","2014-12-16","720p"
2079,708,"Other","2014-12-09","240p"
1800,579,"Other","2014-12-09","480p"
695,935,"Es","2014-12-12","480p"
1521,613,"En","2014-12-12","1080p"
368,1335,"Other","2014-12-09","360p"
2368,248,"Cn","2014-12-24","480p"
2192,1564,"En","2014-12-03","480p"
2252,24,"Cn","2014-12-20","1080p"
491,65,"En","2014-12-14","240p"
350,437,"Other","2014-12-22","720p"
506,467,"En","2014-12-18","1080p"
1574,582,"Cn","2014-12-23","1080p"
692,627,"Other","2014-12-14","480p"
486,1273,"Cn","2014-12-03","480p"
2300,257,"Cn","2014-12-18","720p"
2614,21,"En","2014-12-12","1080p"
1947,471,"En","2014-12-17","1080p"
1965,743,"Cn","2014-12-04","720p"
1357,1184,"Es","2014-12-04","1080p"
834,696,"Cn","2014-12-10","720p"
2952,561,"Cn","2014-12-18","720p"
925,740,"Fr","2014-12-07","1080p"
2347,759,"Other","2014-12-04","720p"
2098,553,"Cn","2014-12-18","480p"
1438,1017,"Cn","2014-12-13","360p"
1110,103,"Cn","2014-12-09","360p"
151,1606,"Fr","2014-12-08","1080p"
1037,21,"Es","2014-12-09","240p"
1513,422,"Cn","2014-12-13","1080p"
616,1097,"En","2014-12-10","720p"
138,73,"Cn","2014-12-12","1080p"
155,291,"En","2014-12-18","1080p"
2313,728,"Other","2014-12-10","480p"
1784,764,"En","2014-12-12","1080p"
572,1249,"Cn","2014-12-17","720p"
1737,82,"Other","2014-12-15","360p"
1401,1555,"Es","2014-12-04","480p"
365,1511,"Cn","2014-12-07","1080p"
1905,979,"En","2014-12-24","1080p"
1310,250,"Es","2014-12-09","1080p"
634,1155,"En","2014-12-09","720p"
920,292,"En","2014-12-17","720p"
2782,869,"Es","2014-12-04","1080p"
1817,38,"En","2014-12-15","360p"
841,708,"Cn","2014-12-20","1080p"
801,1564,"Es","2014-12-05","360p"
2232,879,"Es","2014-12-03","1080p"
2943,14,"Es","2014-12-23","720p"
8,55,"De","2014-12-12","480p"
1275,275,"Cn","2014-12-12","720p"
160,1393,"Cn","2014-12-07","720p"
1274,577,"Cn","2014-12-21","360p"
2433,474,"Cn","2014-12-14","720p"
2618,998,"En","2014-12-08","1080p"
2562,794,"Cn","2014-12-07","480p"
1881,539,"En","2014-12-24","360p"
2270,370,"En","2014-12-16","720p"
1919,540,"Other","2014-12-14","480p"
573,15,"Cn","2014-12-09","360p"
283,1343,"Es","2014-12-11","240p"
2502,169,"En","2014-12-21","1080p"
342,181,"Cn","2014-12-17","240p"
1140,28,"Es","2014-12-15","480p"
1333,502,"En","2014-12-09","480p"
1076,185,"Es","2014-12-15","240p"
1806,518,"Es","2014-12-22","720p"
2187,595,"Other","2014-12-12","480p"
666,653,"Cn","2014-12-17","1080p"
2105,448,"En","2014-12-06","480p"
672,507,"Cn","2014-12-13","720p"
1301,911,"Other","2014-12-11","720p"
2013,973,"En","2014-12-03","480p"
1714,105,"En","2014-12-11","360p"
2238,1254,"En","2014-12-07","720p"
9,1248,"Es","2014-12-15","480p"
774,10,"En","2014-12-11","720p"
1715,472,"En","2014-12-23","480p"
124,807,"Other","2014-12-15","720p"
1132,109,"En","2014-12-18","1080p"
1605,224,"En","2014-12-17","1080p"
2628,463,"En","2014-12-18","720p"
234,55,"En","2014-12-18","1080p"
2637,1436,"Cn","2014-12-14","240p"
859,574,"Other","2014-12-16","480p"
408,1280,"En","2014-12-08","360p"
1764,568,"Fr","2014-12-11","480p"
1837,138,"Other","2014-12-18","1080p"
2721,851,"En","2014-12-02","240p"
2650,760,"En","2014-12-24","360p"
2795,992,"En","2014-12-03","720p"
785,246,"Other","2014-12-15","240p"
2345,437,"En","2014-12-09","360p"
895,246,"Cn","2014-12-15","480p"
2858,1020,"Cn","2014-12-05","480p"
41,713,"Cn","2014-12-02","480p"
2732,302,"En","2014-12-13","240p"
1458,809,"En","2014-12-11","240p"
1201,880,"Cn","2014-12-17","480p"
936,487,"Cn","2014-12-24","240p"
1746,1031,"Cn","2014-12-09","1080p"
2295,1566,"Cn","2014-12-02","480p"
1552,263,"Cn","2014-12-15","720p"
1593,885,"Other","2014-12-07","720p"
2560,319,"En","2014-12-19","480p"
2709,66,"Cn","2014-12-12","240p"
804,76,"Es","2014-12-15","720p"
1212,693,"Es","2014-12-11","240p"
921,445,"En","2014-12-23","360p"
678,869,"En","2014-12-11","360p"
592,975,"Other","2014-12-05","1080p"
2142,1188,"Cn","2014-12-08","240p"
761,251,"Other","2014-12-19","480p"
1199,852,"Cn","2014-12-10","1080p"
937,1055,"Cn","2014-12-09","480p"
140,669,"Cn","2014-12-05","480p"
1768,1082,"Other","2014-12-07","1080p"
1252,1265,"En","2014-12-03","720p"
344,182,"Other","2014-12-18","360p"
2212,108,"En","2014-12-16","1080p"
1393,120,"Cn","2014-12-10","240p"
2292,780,"Es","2014-12-08","720p"
1021,796,"En","2014-12-12","720p"
1762,229,"En","2014-12-16","360p"
1970,729,"Cn","2014-12-22","1080p"
1277,155,"En","2014-12-09","720p"
743,282,"Es","2014-12-09","240p"
827,461,"Cn","2014-12-06","360p"
1690,839,"En","2014-12-13","720p"
2684,593,"Cn","2014-12-12","720p"
912,754,"Cn","2014-12-08","1080p"
1010,578,"Other","2014-12-21","240p"
683,1377,"En","2014-12-14","480p"
1528,519,"Cn","2014-12-15","1080p"
1689,901,"Other","2014-12-10","360p"
1211,876,"Cn","2014-12-10","1080p"
2403,1019,"En","2014-12-11","240p"
256,216,"Other","2014-12-04","1080p"
1146,772,"Es","2014-12-13","720p"
2259,763,"Es","2014-12-04","1080p"
1613,36,"En","2014-12-18","480p"
601,1497,"En","2014-12-09","1080p"
1995,545,"Es","2014-12-15","1080p"
1285,398,"En","2014-12-22","240p"
2458,1389,"En","2014-12-11","360p"
2961,671,"En","2014-12-09","240p"
1269,977,"Other","2014-12-11","720p"
183,1399,"En","2014-12-11","720p"
636,285,"Cn","2014-12-11","480p"
2276,726,"Cn","2014-12-02","360p"
1959,838,"Es","2014-12-11","240p"
2651,1277,"En","2014-12-04","480p"
539,612,"Cn","2014-12-12","480p"
2652,817,"Cn","2014-12-10","1080p"
1530,879,"De","2014-12-04","1080p"
503,930,"Other","2014-12-08","240p"
1327,577,"Fr","2014-12-17","1080p"
1585,1012,"Cn","2014-12-03","720p"
1166,603,"En","2014-12-07","1080p"
949,1127,"Cn","2014-12-05","720p"
2919,135,"Other","2014-12-10","480p"
2969,2048,"En","2014-12-07","1080p"
1108,1511,"Other","2014-12-11","480p"
1501,907,"En","2014-12-14","1080p"
1323,447,"En","2014-12-03","360p"
865,569,"En","2014-12-09","480p"
2018,1584,"En","2014-12-12","1080p"
201,438,"Es","2014-12-12","1080p"
2054,135,"En","2014-12-09","720p"
1147,34,"Cn","2014-12-24","1080p"
2543,195,"En","2014-12-09","240p"
2305,540,"Cn","2014-12-15","1080p"
905,1049,"Other","2014-12-03","720p"
2144,514,"Es","2014-12-18","1080p"
1365,118,"En","2014-12-16","240p"
2653,653,"En","2014-12-06","720p"
765,150,"Es","2014-12-15","720p"
438,114,"En","2014-12-24","720p"
2010,266,"Cn","2014-12-10","720p"
1514,81,"Cn","2014-12-10","1080p"
1831,426,"En","2014-12-02","480p"
713,1159,"Es","2014-12-08","720p"
734,403,"Other","2014-12-07","1080p"
2303,1071,"Cn","2014-12-10","1080p"
2696,464,"Other","2014-12-11","720p"
1996,722,"Cn","2014-12-24","1080p"
158,119,"En","2014-12-03","480p"
2169,48,"En","2014-12-23","480p"
2493,656,"Other","2014-12-15","720p"
2251,452,"Cn","2014-12-16","720p"
407,667,"Other","2014-12-06","1080p"
1148,1156,"Es","2014-12-10","720p"
2080,240,"Fr","2014-12-24","1080p"
2800,1018,"Cn","2014-12-10","240p"
1437,943,"Cn","2014-12-17","480p"
59,961,"De","2014-12-15","1080p"
80,561,"Other","2014-12-16","720p"
1409,259,"Cn","2014-12-15","1080p"
2128,1101,"Cn","2014-12-09","360p"
526,111,"Cn","2014-12-09","1080p"
1267,699,"Other","2014-12-21","360p"
1678,904,"Es","2014-12-13","360p"
2601,1343,"Es","2014-12-11","360p"
2375,807,"En","2014-12-18","480p"
923,865,"Es","2014-12-05","720p"
2987,540,"En","2014-12-09","240p"
1067,1158,"En","2014-12-15","480p"
1546,305,"Fr","2014-12-13","1080p"
2314,733,"Other","2014-12-13","1080p"
53,1616,"Cn","2014-12-03","720p"
2426,669,"En","2014-12-23","240p"
2890,1693,"De","2014-12-10","240p"
1066,709,"Cn","2014-12-16","1080p"
2959,822,"Other","2014-12-17","480p"
221,684,"Cn","2014-12-16","720p"
2372,1705,"Other","2014-12-11","480p"
700,174,"Cn","2014-12-17","720p"
57,217,"En","2014-12-11","240p"
1473,26,"Es","2014-12-13","360p"
2203,206,"En","2014-12-16","1080p"
488,669,"Other","2014-12-06","720p"
839,942,"Cn","2014-12-02","480p"
2019,627,"Cn","2014-12-13","480p"
105,146,"En","2014-12-24","720p"
2116,859,"Other","2014-12-15","1080p"
2739,746,"Other","2014-12-05","240p"
2953,10,"Cn","2014-12-16","1080p"
2397,560,"En","2014-12-15","1080p"
18,655,"Other","2014-12-10","1080p"
187,1067,"En","2014-12-09","480p"
2324,717,"Cn","2014-12-07","1080p"
1121,477,"Cn","2014-12-17","240p"
2478,804,"Cn","2014-12-20","480p"
2753,363,"Other","2014-12-17","240p"
1198,1044,"En","2014-12-11","240p"
2763,921,"Other","2014-12-10","720p"
132,512,"Es","2014-12-18","1080p"
1360,691,"Es","2014-12-23","1080p"
902,874,"Cn","2014-12-07","480p"
376,943,"Other","2014-12-20","480p"
459,231,"Cn","2014-12-16","480p"
1873,275,"De","2014-12-10","480p"
2051,136,"Es","2014-12-10","480p"
931,151,"En","2014-12-19","720p"
2162,964,"Cn","2014-12-10","720p"
1639,82,"En","2014-12-07","480p"
2111,476,"Other","2014-12-06","720p"
2887,708,"Es","2014-12-11","240p"
1887,88,"Other","2014-12-16","720p"
771,1208,"Cn","2014-12-03","1080p"
2166,723,"Other","2014-12-12","1080p"
1723,307,"En","2014-12-21","480p"
2125,572,"Cn","2014-12-13","240p"
1471,166,"Cn","2014-12-15","720p"
14,651,"Cn","2014-12-18","720p"
780,828,"Other","2014-12-05","720p"
2582,200,"Other","2014-12-17","1080p"
301,498,"Other","2014-12-16","1080p"
1202,428,"Other","2014-12-16","360p"
1780,51,"En","2014-12-14","720p"
1187,303,"Cn","2014-12-23","1080p"
915,1401,"Cn","2014-12-11","720p"
131,673,"Other","2014-12-16","480p"
2209,1039,"De","2014-12-09","1080p"
323,114,"Cn","2014-12-24","720p"
1263,195,"Other","2014-12-09","240p"
544,464,"En","2014-12-13","1080p"
1210,488,"Other","2014-12-09","360p"
2411,1327,"En","2014-12-11","480p"
399,817,"Es","2014-12-04","360p"
2933,407,"Cn","2014-12-10","360p"
792,801,"En","2014-12-11","240p"
775,136,"Cn","2014-12-09","360p"
494,111,"Cn","2014-12-21","720p"
1105,116,"Other","2014-12-16","480p"
1657,1272,"Other","2014-12-06","240p"
832,1136,"Other","2014-12-04","480p"
701,733,"En","2014-12-21","1080p"
215,1108,"En","2014-12-18","480p"
1272,1121,"Cn","2014-12-06","1080p"
2147,79,"Es","2014-12-11","360p"
1826,402,"Es","2014-12-13","1080p"
1875,133,"Cn","2014-12-17","1080p"
2897,37,"En","2014-12-15","720p"
1200,375,"En","2014-12-14","480p"
348,896,"Cn","2014-12-09","360p"
2151,148,"En","2014-12-23","1080p"
2911,447,"Cn","2014-12-23","1080p"
397,1237,"Cn","2014-12-02","480p"
33,720,"Cn","2014-12-18","360p"
45,920,"Es","2014-12-04","1080p"
705,416,"Other","2014-12-09","480p"
1515,136,"De","2014-12-10","360p"
2012,315,"Es","2014-12-14","360p"
2115,146,"Cn","2014-12-15","720p"
1469,536,"Other","2014-12-09","720p"
2569,574,"Es","2014-12-05","1080p"
419,377,"Cn","2014-12-09","1080p"
2155,944,"En","2014-12-11","480p"
2745,9,"En","2014-12-09","720p"
1468,1055,"En","2014-12-02","720p"
1320,538,"En","2014-12-07","240p"
189,875,"En","2014-12-14","720p"
2199,449,"Cn","2014-12-15","1080p"
798,83,"Other","2014-12-03","720p"
478,628,"De","2014-12-15","480p"
1885,1239,"Cn","2014-12-10","720p"
2,751,"Cn","2014-12-14","480p"
2978,623,"En","2014-12-09","720p"
1880,814,"En","2014-12-07","720p"
2309,1019,"De","2014-12-07","480p"
894,942,"En","2014-12-05","1080p"
1445,717,"Cn","2014-12-18","1080p"
1425,70,"Cn","2014-12-15","1080p"
2067,901,"Es","2014-12-18","1080p"
65,1060,"Cn","2014-12-07","720p"
1364,316,"Other","2014-12-10","240p"
2629,828,"En","2014-12-09","360p"
1568,1274,"Cn","2014-12-11","240p"
2937,563,"Es","2014-12-16","360p"
2195,568,"Other","2014-12-11","240p"
569,427,"Cn","2014-12-14","360p"
1491,1156,"En","2014-12-18","1080p"
2840,1054,"Fr","2014-12-24","1080p"
916,316,"De","2014-12-10","1080p"
1422,821,"Cn","2014-12-18","1080p"
2995,1043,"Other","2014-12-10","360p"
2191,171,"Cn","2014-12-13","480p"
2363,353,"En","2014-12-15","1080p"
2472,452,"Fr","2014-12-11","720p"
2876,1043,"Es","2014-12-05","240p"
2487,1127,"En","2014-12-11","360p"
992,126,"Other","2014-12-19","1080p"
2925,853,"Other","2014-12-03","360p"
980,739,"Cn","2014-12-09","360p"
1819,831,"En","2014-12-05","480p"
1221,818,"Other","2014-12-14","480p"
2034,2032,"Fr","2014-12-03","720p"
2436,467,"Fr","2014-12-15","1080p"
1843,214,"Other","2014-12-21","360p"
2015,540,"Cn","2014-12-11","720p"
2517,652,"Other","2014-12-08","720p"
1130,533,"Cn","2014-12-10","360p"
177,1302,"Other","2014-12-05","480p"
102,990,"Cn","2014-12-16","720p"
2073,561,"Other","2014-12-17","1080p"
2255,126,"Other","2014-12-20","720p"
2859,43,"En","2014-12-13","720p"
125,1158,"En","2014-12-07","480p"
2055,648,"Other","2014-12-23","720p"
1039,469,"Other","2014-12-13","1080p"
1090,627,"Es","2014-12-11","720p"
266,203,"En","2014-12-15","1080p"
711,324,"Cn","2014-12-10","720p"
2967,870,"Other","2014-12-13","360p"
755,1230,"Cn","2014-12-07","480p"
83,334,"Fr","2014-12-14","240p"
142,771,"En","2014-12-20","480p"
2512,887,"Other","2014-12-06","360p"
1414,189,"Other","2014-12-13","480p"
2121,154,"Cn","2014-12-18","720p"
362,772,"Other","2014-12-05","480p"
1382,749,"Fr","2014-12-24","720p"
1838,496,"Other","2014-12-20","720p"
445,832,"Cn","2014-12-20","360p"
2246,131,"Cn","2014-12-13","1080p"
548,1156,"Other","2014-12-10","480p"
1022,1039,"Cn","2014-12-10","480p"
2547,1591,"En","2014-12-07","480p"
281,75,"Cn","2014-12-15","360p"
2878,494,"En","2014-12-10","360p"
1767,1468,"Es","2014-12-04","480p"
1353,1312,"En","2014-12-09","480p"
1643,577,"En","2014-12-10","1080p"
969,863,"Cn","2014-12-16","360p"
418,1128,"Es","2014-12-07","720p"
164,717,"Es","2014-12-06","720p"
810,628,"Es","2014-12-07","480p"
1713,453,"En","2014-12-09","1080p"
714,1528,"Cn","2014-12-11","1080p"
1421,772,"Other","2014-12-02","720p"
1452,730,"Cn","2014-12-05","720p"
2756,1067,"En","2014-12-08","480p"
2809,525,"En","2014-12-02","720p"
1687,420,"En","2014-12-09","360p"
2779,1528,"Cn","2014-12-07","1080p"
1743,430,"En","2014-12-10","480p"
877,1315,"En","2014-12-05","360p"
2979,23,"En","2014-12-19","360p"
2109,414,"Cn","2014-12-16","1080p"
1644,844,"Other","2014-12-10","720p"
6,652,"En","2014-12-08","720p"
2642,1119,"Other","2014-12-02","1080p"
203,1174,"Cn","2014-12-13","360p"
2830,941,"En","2014-12-08","1080p"
2384,869,"Cn","2014-12-05","480p"
1824,959,"Other","2014-12-03","360p"
627,287,"Cn","2014-12-14","720p"
2047,470,"Cn","2014-12-10","720p"
851,778,"Cn","2014-12-17","1080p"
626,370,"Cn","2014-12-11","480p"
1389,724,"Other","2014-12-09","720p"
2537,533,"En","2014-12-18","1080p"
1701,722,"Fr","2014-12-05","720p"
1341,223,"Other","2014-12-14","720p"
1566,631,"En","2014-12-12","1080p"
2626,1215,"Es","2014-12-08","480p"
2747,1049,"En","2014-12-03","240p"
1846,807,"Cn","2014-12-09","480p"
1564,389,"Other","2014-12-12","720p"
892,327,"Other","2014-12-11","480p"
1346,78,"Cn","2014-12-10","360p"
723,561,"Other","2014-12-17","1080p"
1283,709,"Es","2014-12-11","1080p"
940,452,"Cn","2014-12-14","720p"
1100,759,"Other","2014-12-12","360p"
35,314,"Es","2014-12-13","480p"
2923,313,"En","2014-12-11","480p"
2039,602,"Cn","2014-12-16","480p"
2670,203,"Cn","2014-12-18","240p"
757,691,"En","2014-12-11","720p"
1876,844,"Other","2014-12-11","480p"
768,1578,"Es","2014-12-03","360p"
2972,319,"Cn","2014-12-18","1080p"
1891,472,"Es","2014-12-22","240p"
2770,219,"En","2014-12-13","240p"
2532,1028,"Other","2014-12-08","1080p"
962,882,"Cn","2014-12-16","1080p"
2843,517,"En","2014-12-15","480p"
2278,250,"En","2014-12-14","1080p"
262,992,"Cn","2014-12-11","240p"
1782,910,"En","2014-12-17","1080p"
2888,464,"Es","2014-12-04","720p"
1915,68,"Es","2014-12-18","1080p"
2412,1158,"En","2014-12-15","1080p"
1237,55,"Cn","2014-12-15","720p"
2600,858,"Cn","2014-12-07","240p"
214,295,"Cn","2014-12-11","720p"
2664,1237,"En","2014-12-16","1080p"
863,46,"En","2014-12-18","1080p"
2099,979,"Cn","2014-12-18","480p"
2731,946,"Cn","2014-12-09","480p"
200,680,"Cn","2014-12-10","360p"
1537,932,"En","2014-12-13","720p"
2226,954,"Es","2014-12-09","480p"
909,464,"Es","2014-12-05","720p"
625,1173,"En","2014-12-21","360p"
1962,98,"Cn","2014-12-19","1080p"
411,1063,"En","2014-12-12","480p"
233,400,"Cn","2014-12-10","1080p"
121,469,"Cn","2014-12-14","240p"
1138,760,"Cn","2014-12-04","360p"
748,450,"De","2014-12-12","720p"
523,1355,"Cn","2014-12-05","480p"
2535,456,"Cn","2014-12-09","480p"
477,1111,"De","2014-12-02","720p"
2070,502,"Other","2014-12-21","720p"
2428,585,"En","2014-12-23","720p"
870,1732,"Cn","2014-12-06","1080p"
277,455,"Es","2014-12-04","360p"
896,1173,"En","2014-12-02","720p"
561,199,"Es","2014-12-15","1080p"
2717,166,"Es","2014-12-11","240p"
1498,729,"Cn","2014-12-24","360p"
1721,746,"En","2014-12-10","720p"
179,894,"En","2014-12-18","1080p"
733,445,"En","2014-12-11","720p"
631,246,"Other","2014-12-09","360p"
